folio,nro,upm,ms02_0216,ms01_0101_1a,ms01_0101_1b,ms01_0101_1c,ms02_0217,ms02_0218,ms02_0219_1,ms02_0219_2,ms02_0220,ms02_0221,ms02_0222,ms02_0223,ms02_0224,ms02_0224_1,ms02_0225,ms02_0225_cod,estrato,departamento,area,ponderadorm,b3,v008,ms02_0223_o
531-001692-A-0121,2.0,531-001692-A,5.0,1.0,12.0,2023.0,1. UNICO,1. HOMBRE,1.0,2019.0,1. SI,4.0,1. SI,6.0,,,,,511,5. Potosí,1. Urbana,0.31990847164996816,1429.0,1488.0,6.0
531-001692-A-0111,2.0,531-001692-A,1.0,6.0,12.0,2023.0,1. UNICO,2. MUJER,12.0,2012.0,1. SI,10.0,1. SI,3.0,,,,,511,5. Potosí,1. Urbana,0.31990847164996816,1356.0,1488.0,3.0
531-001692-A-0111,2.0,531-001692-A,2.0,6.0,12.0,2023.0,1. UNICO,2. MUJER,2.0,2015.0,1. SI,8.0,1. SI,4.0,,,,,511,5. Potosí,1. Urbana,0.31990847164996816,1382.0,1488.0,4.0
531-001692-A-0091,2.0,531-001692-A,1.0,1.0,12.0,2023.0,1. UNICO,2. MUJER,11.0,2013.0,1. SI,10.0,1. SI,3.0,,,,,511,5. Potosí,1. Urbana,0.31990847164996816,1367.0,1488.0,3.0
531-001692-A-0091,2.0,531-001692-A,2.0,1.0,12.0,2023.0,1. UNICO,1. HOMBRE,5.0,2018.0,1. SI,5.0,1. SI,4.0,,,,,511,5. Potosí,1. Urbana,0.31990847164996816,1421.0,1488.0,4.0
531-001692-A-0091,2.0,531-001692-A,3.0,1.0,12.0,2023.0,1. UNICO,2. MUJER,12.0,2019.0,1. SI,3.0,1. SI,5.0,,,,,511,5. Potosí,1. Urbana,0.31990847164996816,1440.0,1488.0,5.0
531-001692-A-0091,2.0,531-001692-A,4.0,1.0,12.0,2023.0,1. UNICO,1. HOMBRE,10.0,2021.0,1. SI,2.0,1. SI,6.0,,,,,511,5. Potosí,1. Urbana,0.31990847164996816,1462.0,1488.0,6.0
532-001707-A-0251,2.0,532-001707-A,1.0,4.0,12.0,2023.0,1. UNICO,2. MUJER,6.0,2016.0,1. SI,7.0,1. SI,3.0,,,,,512,5. Potosí,1. Urbana,0.548850625503135,1398.0,1488.0,3.0
532-001707-A-0251,2.0,532-001707-A,2.0,4.0,12.0,2023.0,1. UNICO,1. HOMBRE,4.0,2021.0,1. SI,2.0,1. SI,4.0,,,,,512,5. Potosí,1. Urbana,0.548850625503135,1456.0,1488.0,4.0
532-001707-A-0251,2.0,532-001707-A,3.0,4.0,12.0,2023.0,1. UNICO,1. HOMBRE,4.0,2023.0,1. SI,0.0,1. SI,5.0,,,,,512,5. Potosí,1. Urbana,0.548850625503135,1480.0,1488.0,5.0
532-001707-A-0231,1.0,532-001707-A,1.0,4.0,12.0,2023.0,1. UNICO,2. MUJER,6.0,2018.0,1. SI,5.0,1. SI,2.0,,,,,512,5. Potosí,1. Urbana,0.548850625503135,1422.0,1488.0,2.0
532-001707-A-0231,1.0,532-001707-A,2.0,4.0,12.0,2023.0,1. UNICO,1. HOMBRE,1.0,2022.0,1. SI,1.0,1. SI,3.0,,,,,512,5. Potosí,1. Urbana,0.548850625503135,1465.0,1488.0,3.0
532-001707-A-0271,1.0,532-001707-A,1.0,4.0,12.0,2023.0,1. UNICO,1. HOMBRE,2.0,2023.0,1. SI,0.0,1. SI,2.0,,,,,512,5. Potosí,1. Urbana,0.548850625503135,1478.0,1488.0,2.0
533-001744-A-0181,1.0,533-001744-A,1.0,7.0,12.0,2023.0,1. UNICO,1. HOMBRE,9.0,1997.0,1. SI,26.0,2. NO,0.0,,,,,513,5. Potosí,1. Urbana,0.7673390755035953,1173.0,1488.0,0.0
533-001744-A-0181,1.0,533-001744-A,2.0,7.0,12.0,2023.0,1. UNICO,2. MUJER,12.0,1999.0,1. SI,24.0,1. SI,2.0,,,,,513,5. Potosí,1. Urbana,0.7673390755035953,1200.0,1488.0,2.0
533-001744-A-0181,1.0,533-001744-A,3.0,7.0,12.0,2023.0,1. UNICO,1. HOMBRE,12.0,2004.0,1. SI,19.0,2. NO,0.0,,,,,513,5. Potosí,1. Urbana,0.7673390755035953,1260.0,1488.0,0.0
533-001744-A-0181,2.0,533-001744-A,1.0,7.0,12.0,2023.0,1. UNICO,2. MUJER,9.0,2020.0,1. SI,3.0,1. SI,3.0,,,,,513,5. Potosí,1. Urbana,0.7673390755035953,1449.0,1488.0,3.0
533-001744-A-0141,1.0,533-001744-A,1.0,7.0,12.0,2023.0,1. UNICO,2. MUJER,7.0,2003.0,1. SI,20.0,1. SI,2.0,,,,,513,5. Potosí,1. Urbana,0.7673390755035953,1243.0,1488.0,2.0
533-001744-A-0141,1.0,533-001744-A,2.0,7.0,12.0,2023.0,1. UNICO,2. MUJER,12.0,2006.0,1. SI,16.0,1. SI,3.0,,,,,513,5. Potosí,1. Urbana,0.7673390755035953,1284.0,1488.0,3.0
533-001744-A-0141,1.0,533-001744-A,3.0,7.0,12.0,2023.0,1. UNICO,1. HOMBRE,11.0,2012.0,1. SI,11.0,1. SI,4.0,,,,,513,5. Potosí,1. Urbana,0.7673390755035953,1355.0,1488.0,4.0
533-001786-A-0131,2.0,533-001786-A,1.0,11.0,12.0,2023.0,1. UNICO,2. MUJER,9.0,2006.0,1. SI,17.0,1. SI,3.0,,,,,513,5. Potosí,1. Urbana,0.4155436224265625,1281.0,1488.0,3.0
533-001786-A-0131,2.0,533-001786-A,2.0,11.0,12.0,2023.0,1. UNICO,1. HOMBRE,10.0,2012.0,1. SI,11.0,1. SI,4.0,,,,,513,5. Potosí,1. Urbana,0.4155436224265625,1354.0,1488.0,4.0
533-001786-A-0131,2.0,533-001786-A,3.0,11.0,12.0,2023.0,1. UNICO,1. HOMBRE,2.0,2017.0,1. SI,6.0,1. SI,5.0,,,,,513,5. Potosí,1. Urbana,0.4155436224265625,1406.0,1488.0,5.0
552-005843-D-0011,2.0,552-005843-D,1.0,14.0,11.0,2023.0,1. UNICO,2. MUJER,11.0,2013.0,1. SI,9.0,1. SI,3.0,,,,,522,5. Potosí,2. Rural,0.27870060990301415,1367.0,1487.0,3.0
511-000061-A-0241,2.0,511-000061-A,1.0,2.0,9.0,2023.0,1. UNICO,1. HOMBRE,5.0,2023.0,1. SI,0.0,1. SI,3.0,,,,,511,5. Potosí,1. Urbana,0.3679992876496365,1481.0,1485.0,3.0
511-000061-A-0181,1.0,511-000061-A,1.0,2.0,9.0,2023.0,1. UNICO,1. HOMBRE,9.0,2011.0,1. SI,11.0,1. SI,2.0,,,,,511,5. Potosí,1. Urbana,0.3679992876496365,1341.0,1485.0,2.0
511-000061-A-0181,1.0,511-000061-A,2.0,2.0,9.0,2023.0,1. UNICO,1. HOMBRE,8.0,2014.0,1. SI,9.0,1. SI,3.0,,,,,511,5. Potosí,1. Urbana,0.3679992876496365,1376.0,1485.0,3.0
511-000061-A-0221,2.0,511-000061-A,1.0,2.0,9.0,2023.0,1. UNICO,2. MUJER,1.0,2018.0,1. SI,5.0,1. SI,4.0,,,,,511,5. Potosí,1. Urbana,0.3679992876496365,1417.0,1485.0,4.0
511-000061-A-0221,2.0,511-000061-A,2.0,2.0,9.0,2023.0,1. UNICO,1. HOMBRE,2.0,2022.0,1. SI,1.0,1. SI,3.0,,,,,511,5. Potosí,1. Urbana,0.3679992876496365,1466.0,1485.0,3.0
511-000061-A-0201,2.0,511-000061-A,1.0,2.0,9.0,2023.0,1. UNICO,1. HOMBRE,12.0,2020.0,1. SI,2.0,1. SI,3.0,,,,,511,5. Potosí,1. Urbana,0.3679992876496365,1452.0,1485.0,3.0
511-000061-A-0201,2.0,511-000061-A,2.0,2.0,9.0,2023.0,1. UNICO,2. MUJER,6.0,2022.0,1. SI,1.0,1. SI,4.0,,,,,511,5. Potosí,1. Urbana,0.3679992876496365,1470.0,1485.0,4.0
513-000879-A-0321,2.0,513-000879-A,1.0,5.0,9.0,2023.0,1. UNICO,1. HOMBRE,10.0,2007.0,1. SI,15.0,1. SI,3.0,,,,,513,5. Potosí,1. Urbana,0.5327482338802082,1294.0,1485.0,3.0
513-000879-A-0321,2.0,513-000879-A,2.0,5.0,9.0,2023.0,1. UNICO,2. MUJER,3.0,2019.0,1. SI,4.0,1. SI,4.0,,,,,513,5. Potosí,1. Urbana,0.5327482338802082,1431.0,1485.0,4.0
513-000879-A-0291,1.0,513-000879-A,1.0,5.0,9.0,2023.0,1. UNICO,1. HOMBRE,7.0,2012.0,1. SI,11.0,1. SI,2.0,,,,,513,5. Potosí,1. Urbana,0.5327482338802082,1351.0,1485.0,2.0
513-000838-A-0031,1.0,513-000838-A,1.0,13.0,9.0,2023.0,1. UNICO,1. HOMBRE,10.0,2009.0,1. SI,13.0,2. NO,0.0,,,,,513,5. Potosí,1. Urbana,0.5771439200368922,1318.0,1485.0,0.0
513-000838-A-0031,1.0,513-000838-A,2.0,13.0,9.0,2023.0,1. UNICO,1. HOMBRE,12.0,2014.0,1. SI,8.0,1. SI,2.0,,,,,513,5. Potosí,1. Urbana,0.5771439200368922,1380.0,1485.0,2.0
513-000838-A-0031,1.0,513-000838-A,3.0,13.0,9.0,2023.0,1. UNICO,1. HOMBRE,9.0,2016.0,1. SI,7.0,1. SI,3.0,,,,,513,5. Potosí,1. Urbana,0.5771439200368922,1401.0,1485.0,3.0
513-000838-A-0031,1.0,513-000838-A,4.0,13.0,9.0,2023.0,1. UNICO,1. HOMBRE,9.0,2018.0,1. SI,4.0,1. SI,4.0,,,,,513,5. Potosí,1. Urbana,0.5771439200368922,1425.0,1485.0,4.0
513-000838-A-0081,2.0,513-000838-A,1.0,15.0,9.0,2023.0,1. UNICO,2. MUJER,2.0,2014.0,1. SI,9.0,1. SI,3.0,,,,,513,5. Potosí,1. Urbana,0.5771439200368922,1370.0,1485.0,3.0
513-000838-A-0081,2.0,513-000838-A,2.0,15.0,9.0,2023.0,1. UNICO,1. HOMBRE,1.0,2016.0,1. SI,7.0,1. SI,4.0,,,,,513,5. Potosí,1. Urbana,0.5771439200368922,1393.0,1485.0,4.0
513-000838-A-0021,2.0,513-000838-A,1.0,12.0,9.0,2023.0,1. UNICO,1. HOMBRE,9.0,2012.0,1. SI,11.0,1. SI,3.0,,,,,513,5. Potosí,1. Urbana,0.5771439200368922,1353.0,1485.0,3.0
513-000838-A-0021,2.0,513-000838-A,2.0,12.0,9.0,2023.0,1. UNICO,1. HOMBRE,1.0,2015.0,1. SI,8.0,1. SI,4.0,,,,,513,5. Potosí,1. Urbana,0.5771439200368922,1381.0,1485.0,4.0
513-000838-A-0021,2.0,513-000838-A,3.0,12.0,9.0,2023.0,1. UNICO,1. HOMBRE,2.0,2016.0,1. SI,7.0,1. SI,5.0,,,,,513,5. Potosí,1. Urbana,0.5771439200368922,1394.0,1485.0,5.0
513-000815-A-0261,1.0,513-000815-A,1.0,15.0,9.0,2023.0,1. UNICO,1. HOMBRE,4.0,1994.0,1. SI,29.0,2. NO,0.0,,,,,513,5. Potosí,1. Urbana,0.5071870812445417,1132.0,1485.0,0.0
513-000815-A-0261,1.0,513-000815-A,2.0,15.0,9.0,2023.0,1. UNICO,1. HOMBRE,6.0,2000.0,1. SI,23.0,1. SI,2.0,,,,,513,5. Potosí,1. Urbana,0.5071870812445417,1206.0,1485.0,2.0
513-000815-A-0261,1.0,513-000815-A,3.0,15.0,9.0,2023.0,1. UNICO,1. HOMBRE,5.0,2007.0,1. SI,16.0,1. SI,3.0,,,,,513,5. Potosí,1. Urbana,0.5071870812445417,1289.0,1485.0,3.0
513-000815-A-0221,2.0,513-000815-A,1.0,15.0,9.0,2023.0,1. UNICO,1. HOMBRE,11.0,2019.0,1. SI,3.0,1. SI,3.0,,,,,513,5. Potosí,1. Urbana,0.5071870812445417,1439.0,1485.0,3.0
513-000759-A-0191,2.0,513-000759-A,1.0,18.0,9.0,2023.0,1. UNICO,2. MUJER,7.0,2020.0,1. SI,3.0,1. SI,3.0,,,,,513,5. Potosí,1. Urbana,0.8095005631686282,1447.0,1485.0,3.0
511-000048-A-0151,2.0,511-000048-A,1.0,23.0,9.0,2023.0,1. UNICO,1. HOMBRE,5.0,2003.0,1. SI,20.0,1. SI,3.0,,,,,511,5. Potosí,1. Urbana,0.3512720473019259,1241.0,1485.0,3.0
511-000048-A-0151,2.0,511-000048-A,2.0,23.0,9.0,2023.0,1. UNICO,2. MUJER,6.0,2005.0,1. SI,18.0,1. SI,4.0,,,,,511,5. Potosí,1. Urbana,0.3512720473019259,1266.0,1485.0,4.0
511-000048-A-0151,2.0,511-000048-A,3.0,23.0,9.0,2023.0,1. UNICO,2. MUJER,11.0,2009.0,1. SI,13.0,1. SI,5.0,,,,,511,5. Potosí,1. Urbana,0.3512720473019259,1319.0,1485.0,5.0
511-000048-A-0151,2.0,511-000048-A,4.0,23.0,9.0,2023.0,1. UNICO,2. MUJER,2.0,2015.0,1. SI,8.0,1. SI,6.0,,,,,511,5. Potosí,1. Urbana,0.3512720473019259,1382.0,1485.0,6.0
511-000048-A-0161,2.0,511-000048-A,1.0,23.0,9.0,2023.0,1. UNICO,1. HOMBRE,2.0,2015.0,1. SI,8.0,1. SI,3.0,,,,,511,5. Potosí,1. Urbana,0.3512720473019259,1382.0,1485.0,3.0
511-000048-A-0161,2.0,511-000048-A,2.0,23.0,9.0,2023.0,1. UNICO,2. MUJER,9.0,2016.0,1. SI,7.0,1. SI,4.0,,,,,511,5. Potosí,1. Urbana,0.3512720473019259,1401.0,1485.0,4.0
511-000048-A-0161,2.0,511-000048-A,3.0,23.0,9.0,2023.0,1. UNICO,1. HOMBRE,3.0,2023.0,1. SI,0.0,1. SI,5.0,,,,,511,5. Potosí,1. Urbana,0.3512720473019259,1479.0,1485.0,5.0
511-000048-A-0181,6.0,511-000048-A,1.0,22.0,9.0,2023.0,1. UNICO,1. HOMBRE,9.0,2022.0,1. SI,0.0,1. SI,7.0,,,,,511,5. Potosí,1. Urbana,0.3512720473019259,1473.0,1485.0,5.0
512-000318-A-0401,3.0,512-000318-A,1.0,28.0,9.0,2023.0,1. UNICO,1. HOMBRE,9.0,2017.0,1. SI,6.0,1. SI,5.0,,,,,512,5. Potosí,1. Urbana,0.27608180357300555,1413.0,1485.0,5.0
512-000318-A-0111,1.0,512-000318-A,1.0,28.0,9.0,2023.0,1. UNICO,2. MUJER,8.0,2001.0,1. SI,22.0,1. SI,2.0,,,,,512,5. Potosí,1. Urbana,0.27608180357300555,1220.0,1485.0,2.0
512-000318-A-0111,1.0,512-000318-A,2.0,28.0,9.0,2023.0,1. UNICO,2. MUJER,7.0,2005.0,1. SI,18.0,1. SI,3.0,,,,,512,5. Potosí,1. Urbana,0.27608180357300555,1267.0,1485.0,3.0
512-000318-A-0111,1.0,512-000318-A,3.0,28.0,9.0,2023.0,1. UNICO,2. MUJER,11.0,2008.0,1. SI,14.0,1. SI,4.0,,,,,512,5. Potosí,1. Urbana,0.27608180357300555,1307.0,1485.0,4.0
512-000318-A-0111,1.0,512-000318-A,4.0,28.0,9.0,2023.0,1. UNICO,2. MUJER,11.0,2011.0,1. SI,11.0,1. SI,5.0,,,,,512,5. Potosí,1. Urbana,0.27608180357300555,1343.0,1485.0,5.0
512-000318-A-0111,1.0,512-000318-A,5.0,28.0,9.0,2023.0,1. UNICO,1. HOMBRE,1.0,2016.0,1. SI,7.0,1. SI,6.0,,,,,512,5. Potosí,1. Urbana,0.27608180357300555,1393.0,1485.0,6.0
512-000318-A-0111,1.0,512-000318-A,6.0,28.0,9.0,2023.0,2. MULTIPLE,1. HOMBRE,3.0,2019.0,1. SI,4.0,1. SI,7.0,,,,,512,5. Potosí,1. Urbana,0.27608180357300555,1431.0,1485.0,7.0
512-000318-A-0111,1.0,512-000318-A,7.0,28.0,9.0,2023.0,2. MULTIPLE,1. HOMBRE,3.0,2019.0,1. SI,4.0,1. SI,8.0,,,,,512,5. Potosí,1. Urbana,0.27608180357300555,1431.0,1485.0,8.0
512-000318-A-0431,2.0,512-000318-A,1.0,26.0,9.0,2023.0,1. UNICO,2. MUJER,12.0,2005.0,1. SI,17.0,1. SI,3.0,,,,,512,5. Potosí,1. Urbana,0.27608180357300555,1272.0,1485.0,3.0
552-005838-D-0231,4.0,552-005838-D,1.0,6.0,10.0,2023.0,1. UNICO,2. MUJER,2.0,2016.0,1. SI,7.0,1. SI,5.0,,,,,522,5. Potosí,2. Rural,0.8628420233618994,1394.0,1486.0,5.0
552-005838-D-0231,4.0,552-005838-D,2.0,6.0,10.0,2023.0,1. UNICO,1. HOMBRE,12.0,2021.0,1. SI,1.0,1. SI,6.0,,,,,522,5. Potosí,2. Rural,0.8628420233618994,1464.0,1486.0,6.0
552-005838-D-0221,2.0,552-005838-D,1.0,7.0,10.0,2023.0,1. UNICO,1. HOMBRE,3.0,2000.0,2. NO,,,0.0,2. MESES,12.0,2. PROBLEMAS DE RESPIRACIÓN (ASFIXIA),,522,5. Potosí,2. Rural,0.8628420233618994,1203.0,1486.0,
552-005838-D-0221,2.0,552-005838-D,2.0,7.0,10.0,2023.0,1. UNICO,2. MUJER,12.0,2009.0,2. NO,,,0.0,2. MESES,3.0,3. NACIO PREMATURO,,522,5. Potosí,2. Rural,0.8628420233618994,1320.0,1486.0,
552-005838-D-0221,2.0,552-005838-D,3.0,7.0,10.0,2023.0,1. UNICO,1. HOMBRE,4.0,2011.0,1. SI,12.0,1. SI,3.0,,,,,522,5. Potosí,2. Rural,0.8628420233618994,1336.0,1486.0,3.0
552-005838-D-0221,2.0,552-005838-D,4.0,7.0,10.0,2023.0,1. UNICO,2. MUJER,5.0,2013.0,2. NO,,,0.0,1. DIAS,5.0,1. INFECCIÓN,,522,5. Potosí,2. Rural,0.8628420233618994,1361.0,1486.0,
552-005838-D-0221,2.0,552-005838-D,5.0,7.0,10.0,2023.0,1. UNICO,2. MUJER,4.0,2017.0,1. SI,6.0,1. SI,4.0,,,,,522,5. Potosí,2. Rural,0.8628420233618994,1408.0,1486.0,4.0
552-005838-D-0221,2.0,552-005838-D,6.0,7.0,10.0,2023.0,1. UNICO,2. MUJER,4.0,2019.0,2. NO,,,0.0,1. DIAS,2.0,4. MAL FORMACIÓN,,522,5. Potosí,2. Rural,0.8628420233618994,1432.0,1486.0,
551-007447-D-0121,1.0,551-007447-D,1.0,11.0,10.0,2023.0,1. UNICO,2. MUJER,7.0,2003.0,1. SI,20.0,1. SI,5.0,,,,,521,5. Potosí,2. Rural,1.051611507997903,1243.0,1486.0,5.0
551-007447-D-0121,1.0,551-007447-D,2.0,11.0,10.0,2023.0,1. UNICO,2. MUJER,11.0,2012.0,1. SI,10.0,1. SI,2.0,,,,,521,5. Potosí,2. Rural,1.051611507997903,1355.0,1486.0,2.0
551-007447-D-0121,1.0,551-007447-D,3.0,11.0,10.0,2023.0,1. UNICO,1. HOMBRE,1.0,2015.0,1. SI,8.0,1. SI,3.0,,,,,521,5. Potosí,2. Rural,1.051611507997903,1381.0,1486.0,3.0
551-007447-D-0121,1.0,551-007447-D,4.0,11.0,10.0,2023.0,1. UNICO,2. MUJER,3.0,2020.0,1. SI,3.0,1. SI,4.0,,,,,521,5. Potosí,2. Rural,1.051611507997903,1443.0,1486.0,4.0
551-007447-D-0121,5.0,551-007447-D,1.0,11.0,10.0,2023.0,1. UNICO,2. MUJER,9.0,2023.0,1. SI,0.0,1. SI,6.0,,,,,521,5. Potosí,2. Rural,1.051611507997903,1485.0,1486.0,6.0
551-007447-D-0101,2.0,551-007447-D,1.0,10.0,10.0,2023.0,1. UNICO,1. HOMBRE,2.0,2012.0,1. SI,11.0,1. SI,3.0,,,,,521,5. Potosí,2. Rural,1.051611507997903,1346.0,1486.0,3.0
551-007447-D-0101,2.0,551-007447-D,2.0,10.0,10.0,2023.0,1. UNICO,1. HOMBRE,12.0,2014.0,1. SI,8.0,1. SI,4.0,,,,,521,5. Potosí,2. Rural,1.051611507997903,1380.0,1486.0,4.0
551-007447-D-0101,2.0,551-007447-D,3.0,10.0,10.0,2023.0,1. UNICO,1. HOMBRE,11.0,2019.0,1. SI,3.0,1. SI,5.0,,,,,521,5. Potosí,2. Rural,1.051611507997903,1439.0,1486.0,5.0
551-007447-D-0101,2.0,551-007447-D,4.0,10.0,10.0,2023.0,1. UNICO,2. MUJER,7.0,2022.0,1. SI,1.0,1. SI,6.0,,,,,521,5. Potosí,2. Rural,1.051611507997903,1471.0,1486.0,6.0
551-008351-D-0161,1.0,551-008351-D,1.0,13.0,10.0,2023.0,1. UNICO,2. MUJER,11.0,2010.0,1. SI,12.0,1. SI,2.0,,,,,521,5. Potosí,2. Rural,1.1162068094719755,1331.0,1486.0,2.0
551-008351-D-0161,1.0,551-008351-D,2.0,13.0,10.0,2023.0,1. UNICO,1. HOMBRE,9.0,2012.0,1. SI,11.0,1. SI,3.0,,,,,521,5. Potosí,2. Rural,1.1162068094719755,1353.0,1486.0,3.0
551-008351-D-0161,1.0,551-008351-D,3.0,13.0,10.0,2023.0,1. UNICO,1. HOMBRE,1.0,2015.0,1. SI,8.0,1. SI,4.0,,,,,521,5. Potosí,2. Rural,1.1162068094719755,1381.0,1486.0,4.0
551-008351-D-0161,1.0,551-008351-D,4.0,13.0,10.0,2023.0,1. UNICO,1. HOMBRE,4.0,2021.0,1. SI,2.0,1. SI,5.0,,,,,521,5. Potosí,2. Rural,1.1162068094719755,1456.0,1486.0,5.0
551-008351-D-0161,1.0,551-008351-D,5.0,13.0,10.0,2023.0,1. UNICO,1. HOMBRE,5.0,2023.0,1. SI,0.0,1. SI,6.0,,,,,521,5. Potosí,2. Rural,1.1162068094719755,1481.0,1486.0,6.0
551-008351-D-0131,2.0,551-008351-D,1.0,13.0,10.0,2023.0,1. UNICO,1. HOMBRE,11.0,2016.0,1. SI,6.0,1. SI,3.0,,,,,521,5. Potosí,2. Rural,1.1162068094719755,1403.0,1486.0,3.0
551-008351-D-0131,2.0,551-008351-D,2.0,13.0,10.0,2023.0,1. UNICO,2. MUJER,1.0,2018.0,1. SI,5.0,1. SI,4.0,,,,,521,5. Potosí,2. Rural,1.1162068094719755,1417.0,1486.0,4.0
551-008351-D-0131,2.0,551-008351-D,3.0,13.0,10.0,2023.0,1. UNICO,2. MUJER,2.0,2021.0,1. SI,2.0,1. SI,5.0,,,,,521,5. Potosí,2. Rural,1.1162068094719755,1454.0,1486.0,5.0
551-008351-D-0131,2.0,551-008351-D,4.0,13.0,10.0,2023.0,1. UNICO,2. MUJER,4.0,2023.0,1. SI,0.0,1. SI,6.0,,,,,521,5. Potosí,2. Rural,1.1162068094719755,1480.0,1486.0,6.0
551-008351-D-0151,2.0,551-008351-D,1.0,13.0,10.0,2023.0,1. UNICO,1. HOMBRE,10.0,2006.0,1. SI,17.0,2. NO,0.0,,,,,521,5. Potosí,2. Rural,1.1162068094719755,1282.0,1486.0,0.0
551-008351-D-0151,2.0,551-008351-D,2.0,13.0,10.0,2023.0,1. UNICO,2. MUJER,9.0,2010.0,1. SI,13.0,1. SI,3.0,,,,,521,5. Potosí,2. Rural,1.1162068094719755,1329.0,1486.0,3.0
551-008351-D-0151,2.0,551-008351-D,3.0,13.0,10.0,2023.0,1. UNICO,2. MUJER,6.0,2012.0,1. SI,11.0,1. SI,4.0,,,,,521,5. Potosí,2. Rural,1.1162068094719755,1350.0,1486.0,4.0
551-008351-D-0151,2.0,551-008351-D,4.0,13.0,10.0,2023.0,1. UNICO,2. MUJER,8.0,2018.0,1. SI,5.0,1. SI,5.0,,,,,521,5. Potosí,2. Rural,1.1162068094719755,1424.0,1486.0,5.0
551-008351-D-0151,2.0,551-008351-D,5.0,13.0,10.0,2023.0,1. UNICO,2. MUJER,3.0,2022.0,1. SI,1.0,1. SI,6.0,,,,,521,5. Potosí,2. Rural,1.1162068094719755,1467.0,1486.0,6.0
544-005223-A-0211,2.0,544-005223-A,1.0,17.0,10.0,2023.0,1. UNICO,2. MUJER,4.0,2003.0,1. SI,20.0,2. NO,0.0,,,,,524,5. Potosí,2. Rural,0.6666940428528269,1240.0,1486.0,0.0
544-005223-A-0211,2.0,544-005223-A,2.0,17.0,10.0,2023.0,1. UNICO,2. MUJER,4.0,2006.0,1. SI,17.0,1. SI,3.0,,,,,524,5. Potosí,2. Rural,0.6666940428528269,1276.0,1486.0,3.0
544-005223-A-0211,2.0,544-005223-A,3.0,17.0,10.0,2023.0,1. UNICO,1. HOMBRE,7.0,2007.0,1. SI,16.0,1. SI,4.0,,,,,524,5. Potosí,2. Rural,0.6666940428528269,1291.0,1486.0,4.0
544-005223-A-0221,2.0,544-005223-A,1.0,17.0,10.0,2023.0,1. UNICO,2. MUJER,6.0,1997.0,1. SI,26.0,2. NO,0.0,,,,,524,5. Potosí,2. Rural,0.6666940428528269,1170.0,1486.0,0.0
544-005223-A-0221,2.0,544-005223-A,2.0,17.0,10.0,2023.0,1. UNICO,1. HOMBRE,6.0,2011.0,1. SI,12.0,1. SI,3.0,,,,,524,5. Potosí,2. Rural,0.6666940428528269,1338.0,1486.0,3.0
543-005195-A-0131,2.0,543-005195-A,1.0,20.0,10.0,2023.0,1. UNICO,1. HOMBRE,1.0,2008.0,1. SI,15.0,1. SI,3.0,,,,,523,5. Potosí,2. Rural,5.368423078976741,1297.0,1486.0,3.0
543-005195-A-0131,2.0,543-005195-A,2.0,20.0,10.0,2023.0,1. UNICO,1. HOMBRE,7.0,2011.0,1. SI,12.0,1. SI,4.0,,,,,523,5. Potosí,2. Rural,5.368423078976741,1339.0,1486.0,4.0
543-005195-A-0171,2.0,543-005195-A,1.0,20.0,10.0,2023.0,1. UNICO,1. HOMBRE,10.0,2009.0,1. SI,13.0,1. SI,3.0,,,,,523,5. Potosí,2. Rural,5.368423078976741,1318.0,1486.0,3.0
543-005195-A-0171,2.0,543-005195-A,2.0,20.0,10.0,2023.0,1. UNICO,1. HOMBRE,7.0,2013.0,1. SI,10.0,1. SI,4.0,,,,,523,5. Potosí,2. Rural,5.368423078976741,1363.0,1486.0,4.0
543-005195-A-0171,2.0,543-005195-A,3.0,20.0,10.0,2023.0,1. UNICO,2. MUJER,7.0,2016.0,1. SI,7.0,1. SI,5.0,,,,,523,5. Potosí,2. Rural,5.368423078976741,1399.0,1486.0,5.0
543-005195-A-0141,1.0,543-005195-A,1.0,21.0,10.0,2023.0,1. UNICO,1. HOMBRE,2.0,2007.0,1. SI,16.0,1. SI,2.0,,,,,523,5. Potosí,2. Rural,5.368423078976741,1286.0,1486.0,2.0
543-005195-A-0141,1.0,543-005195-A,2.0,21.0,10.0,2023.0,1. UNICO,2. MUJER,6.0,2009.0,1. SI,14.0,1. SI,3.0,,,,,523,5. Potosí,2. Rural,5.368423078976741,1314.0,1486.0,3.0
543-005195-A-0151,2.0,543-005195-A,1.0,20.0,10.0,2023.0,1. UNICO,2. MUJER,10.0,2007.0,1. SI,16.0,1. SI,3.0,,,,,523,5. Potosí,2. Rural,5.368423078976741,1294.0,1486.0,3.0
543-005195-A-0151,2.0,543-005195-A,2.0,20.0,10.0,2023.0,1. UNICO,1. HOMBRE,3.0,2009.0,1. SI,14.0,1. SI,4.0,,,,,523,5. Potosí,2. Rural,5.368423078976741,1311.0,1486.0,4.0
543-005195-A-0151,2.0,543-005195-A,3.0,20.0,10.0,2023.0,1. UNICO,1. HOMBRE,5.0,2016.0,1. SI,7.0,1. SI,5.0,,,,,523,5. Potosí,2. Rural,5.368423078976741,1397.0,1486.0,5.0
543-005195-A-0151,2.0,543-005195-A,4.0,20.0,10.0,2023.0,1. UNICO,1. HOMBRE,1.0,2022.0,1. SI,1.0,1. SI,6.0,,,,,523,5. Potosí,2. Rural,5.368423078976741,1465.0,1486.0,6.0
